rank,model_id,model_name,avg_agentic_coding_score,benchmark_coverage,swe_bench_verified_pct,livecodebench_pct,swerebench_pct,arena_elo_coding,arena_elo
2325,mistralai-mixtral-8x7b-instruct-v0-1,mistralai-mixtral-8x7b-instruct-v0-1,,0,,,,,
2326,mixtral-8x22b-instruct-v0-1,Mixtral 8x22B,,2,,,,1175.0,1168.0
2327,mixtral-8x7b-instruct-v0-1,Mixtral-8x7B-Instruct-v0.1,,2,,,,1136.0,1138.0
2328,mlabonne-neuraldaredevil-8b-abliterated,Neural Daredevil 8B abliterated,,0,,,,,
2329,model-router,Model Router,,0,,,,,
2330,moonshot-kimi-k2-0711-preview,moonshot-kimi-k2-0711-preview,,0,,,,,
2331,moonshot-kimi-k2-0905-preview,moonshot-kimi-k2-0905-preview,,0,,,,,
2332,moonshot-kimi-k2-5,moonshot-kimi-k2-5,,0,,,,,
2333,moonshot-kimi-k2-instruct,Moonshot Kimi K2 Instruct,,0,,,,,
2334,moonshot-kimi-k2-thinking,Kimi K2 Thinking,,0,,,,,
2335,moonshot-kimi-k2-thinking-turbo,moonshot-kimi-k2-thinking-turbo,,0,,,,,
2336,moonshot-kimi-k2-turbo-preview,moonshot-kimi-k2-turbo-preview,,0,,,,,
2337,moonshot-kimi-latest,moonshot-kimi-latest,,0,,,,,
2338,moonshot-kimi-latest-128k,moonshot-kimi-latest-128k,,0,,,,,
2339,moonshot-kimi-latest-32k,moonshot-kimi-latest-32k,,0,,,,,
2340,moonshot-kimi-latest-8k,moonshot-kimi-latest-8k,,0,,,,,
2341,moonshot-kimi-thinking-preview,moonshot-kimi-thinking-preview,,0,,,,,
2342,moonshot-moonshot-v1-128k,moonshot-moonshot-v1-128k,,0,,,,,
2343,moonshot-moonshot-v1-128k-0430,moonshot-moonshot-v1-128k-0430,,0,,,,,
2344,moonshot-moonshot-v1-128k-vision-preview,moonshot-moonshot-v1-128k-vision-preview,,0,,,,,
2345,moonshot-moonshot-v1-32k,moonshot-moonshot-v1-32k,,0,,,,,
2346,moonshot-moonshot-v1-32k-0430,moonshot-moonshot-v1-32k-0430,,0,,,,,
2347,moonshot-moonshot-v1-32k-vision-preview,moonshot-moonshot-v1-32k-vision-preview,,0,,,,,
2348,moonshot-moonshot-v1-8k,moonshot-moonshot-v1-8k,,0,,,,,
2349,moonshot-moonshot-v1-8k-0430,moonshot-moonshot-v1-8k-0430,,0,,,,,
2350,moonshot-moonshot-v1-8k-vision-preview,moonshot-moonshot-v1-8k-vision-preview,,0,,,,,
2351,moonshot-moonshot-v1-auto,moonshot-moonshot-v1-auto,,0,,,,,
2352,moonshotai-kimi-dev-72b,Kimi Dev 72b (free),,0,,,,,
2353,moonshotai-kimi-k2,MoonshotAI: Kimi K2 0711,,0,,,,,
2354,moonshotai-kimi-k2-0905,MoonshotAI: Kimi K2 0905,,0,,,,,
2355,moonshotai-kimi-k2-5,MoonshotAI: Kimi K2.5,,0,,,,,
2356,moonshotai-kimi-k2-5-tee,Kimi K2.5 TEE,,0,,,,,
2357,moonshotai-kimi-k2-instruct,Kimi K2 Instruct,,0,,,,,
2358,moonshotai-kimi-k2-instruct-0711,Kimi K2 0711,,0,,,,,
2359,moonshotai-kimi-k2-instruct-0905,Kimi K2 Instruct,,0,,,,,
2360,moonshotai-kimi-k2-thinking,MoonshotAI: Kimi K2 Thinking,,0,,,,,
2361,moonshotai-kimi-k2-thinking-original,Kimi K2 Thinking Original,,0,,,,,
2362,moonshotai-kimi-k2-thinking-tee,Kimi K2 Thinking TEE,,0,,,,,
2363,moonshotai-kimi-k2-thinking-turbo,Kimi K2 Thinking Turbo,,0,,,,,
2364,moonshotai-kimi-k2-thinking-turbo-original,Kimi K2 Thinking Turbo Original,,0,,,,,
2365,moonshotai-kimi-k2-turbo,Kimi K2 Turbo,,0,,,,,
2366,morph-morph-v3-fast,Morph: Morph V3 Fast,,0,,,,,
2367,morph-morph-v3-large,Morph: Morph V3 Large,,0,,,,,
2368,morph-v3-fast,Morph v3 Fast,,0,,,,,
2369,morph-v3-large,Morph v3 Large,,0,,,,,
2370,multimodalembedding,multimodalembedding,,0,,,,,
2371,multimodalembedding@001,multimodalembedding@001,,0,,,,,
2372,nano-banana,Nano-Banana,,0,,,,,
2373,nano-banana-pro,Nano-Banana-Pro,,0,,,,,
2374,nebius-baai-bge-en-icl,nebius-baai-bge-en-icl,,0,,,,,
2375,nebius-baai-bge-multilingual-gemma2,nebius-baai-bge-multilingual-gemma2,,0,,,,,
2376,nebius-deepseek-ai-deepseek-r1,nebius-deepseek-ai-deepseek-r1,,0,,,,,
2377,nebius-deepseek-ai-deepseek-r1-0528,nebius-deepseek-ai-deepseek-r1-0528,,0,,,,,
2378,nebius-deepseek-ai-deepseek-r1-distill-llama-70b,nebius-deepseek-ai-deepseek-r1-distill-llama-70b,,0,,,,,
2379,nebius-deepseek-ai-deepseek-v3,nebius-deepseek-ai-deepseek-v3,,0,,,,,
2380,nebius-deepseek-ai-deepseek-v3-0324,nebius-deepseek-ai-deepseek-v3-0324,,0,,,,,
2381,nebius-google-gemma-3-27b-it,nebius-google-gemma-3-27b-it,,0,,,,,
2382,nebius-intfloat-e5-mistral-7b-instruct,nebius-intfloat-e5-mistral-7b-instruct,,0,,,,,
2383,nebius-meta-llama-llama-3-3-70b-instruct,nebius-meta-llama-llama-3-3-70b-instruct,,0,,,,,
2384,nebius-meta-llama-llama-guard-3-8b,nebius-meta-llama-llama-guard-3-8b,,0,,,,,
2385,nebius-meta-llama-meta-llama-3-1-405b-instruct,nebius-meta-llama-meta-llama-3-1-405b-instruct,,0,,,,,
2386,nebius-meta-llama-meta-llama-3-1-70b-instruct,nebius-meta-llama-meta-llama-3-1-70b-instruct,,0,,,,,
2387,nebius-meta-llama-meta-llama-3-1-8b-instruct,nebius-meta-llama-meta-llama-3-1-8b-instruct,,0,,,,,
2388,nebius-mistralai-mistral-nemo-instruct-2407,nebius-mistralai-mistral-nemo-instruct-2407,,0,,,,,
2389,nebius-nousresearch-hermes-3-llama-3-1-405b,nebius-nousresearch-hermes-3-llama-3-1-405b,,0,,,,,
2390,nebius-nvidia-llama-3-1-nemotron-ultra-253b-v1,nebius-nvidia-llama-3-1-nemotron-ultra-253b-v1,,0,,,,,
2391,nebius-nvidia-llama-3-3-nemotron-super-49b-v1,nebius-nvidia-llama-3-3-nemotron-super-49b-v1,,0,,,,,
2392,nebius-qwen-qwen2-5-32b-instruct,nebius-qwen-qwen2-5-32b-instruct,,0,,,,,
2393,nebius-qwen-qwen2-5-72b-instruct,nebius-qwen-qwen2-5-72b-instruct,,0,,,,,
2394,nebius-qwen-qwen2-5-coder-7b,nebius-qwen-qwen2-5-coder-7b,,0,,,,,
2395,nebius-qwen-qwen2-5-vl-72b-instruct,nebius-qwen-qwen2-5-vl-72b-instruct,,0,,,,,
2396,nebius-qwen-qwen2-vl-72b-instruct,nebius-qwen-qwen2-vl-72b-instruct,,0,,,,,
2397,nebius-qwen-qwen2-vl-7b-instruct,nebius-qwen-qwen2-vl-7b-instruct,,0,,,,,
2398,nebius-qwen-qwen3-14b,nebius-qwen-qwen3-14b,,0,,,,,
2399,nebius-qwen-qwen3-235b-a22b,nebius-qwen-qwen3-235b-a22b,,0,,,,,
2400,nebius-qwen-qwen3-30b-a3b,nebius-qwen-qwen3-30b-a3b,,0,,,,,
2401,nebius-qwen-qwen3-32b,nebius-qwen-qwen3-32b,,0,,,,,
2402,nebius-qwen-qwen3-4b,nebius-qwen-qwen3-4b,,0,,,,,
2403,nebius-qwen-qwq-32b,nebius-qwen-qwq-32b,,0,,,,,
2404,nemotron-3-nano,nemotron-3-nano:30b,,0,,,,,
2405,nemotron-3-super,nemotron-3-super,,0,,,,,
2406,nemotron-3-super-free,Nemotron 3 Super Free,,0,,,,,
2407,neuralmagic-meta-llama-3-1-8b-instruct-fp8,Llama 3.1 8B,,0,,,,,
2408,neuralmagic-mistral-nemo-instruct-2407-fp8,Mistral Nemo,,0,,,,,
2409,neversleep-2-llama-3-lumimaid-70b-v0-1,Lumimaid 70b,,0,,,,,
2410,neversleep-2-lumimaid-v0-2-70b,Lumimaid v0.2,,0,,,,,
2411,nex-agi-deepseek-v3-1-nex-n1,Nex AGI: DeepSeek V3.1 Nex N1,,0,,,,,
2412,nothingiisreal-l3-1-70b-celeste-v0-1-bf16,Llama 3.1 70B Celeste v0.1,,0,,,,,
2413,nousresearch-2-deephermes-3-mistral-24b-preview,DeepHermes-3 Mistral 24B (Preview),,0,,,,,
2414,nousresearch-2-hermes-4-405b,Hermes 4 Large,,0,,,,,
2415,nousresearch-2-hermes-4-70b,Hermes 4 Medium,,0,,,,,
2416,nousresearch-deephermes-3-llama-3-8b-preview,DeepHermes 3 Llama 3 8B Preview,,0,,,,,
2417,nousresearch-deephermes-3-mistral-24b-preview,Nous: DeepHermes 3 Mistral 24B Preview,,0,,,,,
2418,nousresearch-hermes-2-pro-llama-3-8b,NousResearch: Hermes 2 Pro - Llama-3 8B,,0,,,,,
2419,nousresearch-hermes-3-llama-3-1-405b,Nous: Hermes 3 405B Instruct (free),,0,,,,,
2420,nousresearch-hermes-3-llama-3-1-70b,Nous: Hermes 3 70B Instruct,,0,,,,,
2421,nousresearch-hermes-4-3-36b,Hermes 4.3 36B,,0,,,,,
2422,nousresearch-hermes-4-405b,Nous: Hermes 4 405B,,0,,,,,
2423,nousresearch-hermes-4-405b-fp8-tee,Hermes 4 405B FP8 TEE,,0,,,,,
2424,nousresearch-hermes-4-70b,Nous: Hermes 4 70B,,0,,,,,
2425,nova-2-lite-v1,Nova 2 Lite,,0,,,,,
2426,nova-2-pro-v1,Nova 2 Pro,,0,,,,,
2427,novita-baai-bge-m3,novita-baai-bge-m3,,0,,,,,
2428,novita-baai-bge-reranker-v2-m3,novita-baai-bge-reranker-v2-m3,,0,,,,,
2429,novita-baichuan-baichuan-m2-32b,novita-baichuan-baichuan-m2-32b,,0,,,,,
2430,novita-baidu-ernie-4-5-21b-a3b,novita-baidu-ernie-4-5-21b-a3b,,0,,,,,
2431,novita-baidu-ernie-4-5-21b-a3b-thinking,novita-baidu-ernie-4-5-21b-a3b-thinking,,0,,,,,
2432,novita-baidu-ernie-4-5-300b-a47b-paddle,novita-baidu-ernie-4-5-300b-a47b-paddle,,0,,,,,
2433,novita-baidu-ernie-4-5-vl-28b-a3b,novita-baidu-ernie-4-5-vl-28b-a3b,,0,,,,,
2434,novita-baidu-ernie-4-5-vl-28b-a3b-thinking,novita-baidu-ernie-4-5-vl-28b-a3b-thinking,,0,,,,,
2435,novita-baidu-ernie-4-5-vl-424b-a47b,novita-baidu-ernie-4-5-vl-424b-a47b,,0,,,,,
2436,novita-deepseek-deepseek-ocr,novita-deepseek-deepseek-ocr,,0,,,,,
2437,novita-deepseek-deepseek-prover-v2-671b,novita-deepseek-deepseek-prover-v2-671b,,0,,,,,
2438,novita-deepseek-deepseek-r1-0528,novita-deepseek-deepseek-r1-0528,,0,,,,,
2439,novita-deepseek-deepseek-r1-0528-qwen3-8b,novita-deepseek-deepseek-r1-0528-qwen3-8b,,0,,,,,
2440,novita-deepseek-deepseek-r1-distill-llama-70b,novita-deepseek-deepseek-r1-distill-llama-70b,,0,,,,,
2441,novita-deepseek-deepseek-r1-distill-qwen-14b,novita-deepseek-deepseek-r1-distill-qwen-14b,,0,,,,,
2442,novita-deepseek-deepseek-r1-distill-qwen-32b,novita-deepseek-deepseek-r1-distill-qwen-32b,,0,,,,,
2443,novita-deepseek-deepseek-r1-turbo,novita-deepseek-deepseek-r1-turbo,,0,,,,,
2444,novita-deepseek-deepseek-v3-0324,novita-deepseek-deepseek-v3-0324,,0,,,,,
2445,novita-deepseek-deepseek-v3-1,novita-deepseek-deepseek-v3-1,,0,,,,,
2446,novita-deepseek-deepseek-v3-1-terminus,novita-deepseek-deepseek-v3-1-terminus,,0,,,,,
2447,novita-deepseek-deepseek-v3-2,novita-deepseek-deepseek-v3-2,,0,,,,,
2448,novita-deepseek-deepseek-v3-2-exp,novita-deepseek-deepseek-v3-2-exp,,0,,,,,
2449,novita-deepseek-deepseek-v3-turbo,novita-deepseek-deepseek-v3-turbo,,0,,,,,
2450,novita-glm-4-6,GLM-4.6,,0,,,,,
2451,novita-glm-4-6v,glm-4.6v,,0,,,,,
2452,novita-glm-4-7,glm-4.7,,0,,,,,
2453,novita-glm-4-7-flash,glm-4.7-flash,,0,,,,,
2454,novita-glm-4-7-n,glm-4.7-n,,0,,,,,
2455,novita-google-gemma-3-12b-it,novita-google-gemma-3-12b-it,,0,,,,,
2456,novita-google-gemma-3-27b-it,novita-google-gemma-3-27b-it,,0,,,,,
2457,novita-gryphe-mythomax-l2-13b,novita-gryphe-mythomax-l2-13b,,0,,,,,
2458,novita-kimi-k2-5,kimi-k2.5,,0,,,,,
2459,novita-kimi-k2-thinking,kimi-k2-thinking,,0,,,,,
2460,novita-kwaipilot-kat-coder-pro,novita-kwaipilot-kat-coder-pro,,0,,,,,
2461,novita-meta-llama-llama-3-1-8b-instruct,novita-meta-llama-llama-3-1-8b-instruct,,0,,,,,
2462,novita-meta-llama-llama-3-2-3b-instruct,novita-meta-llama-llama-3-2-3b-instruct,,0,,,,,
2463,novita-meta-llama-llama-3-3-70b-instruct,novita-meta-llama-llama-3-3-70b-instruct,,0,,,,,
2464,novita-meta-llama-llama-3-70b-instruct,novita-meta-llama-llama-3-70b-instruct,,0,,,,,
2465,novita-meta-llama-llama-3-8b-instruct,novita-meta-llama-llama-3-8b-instruct,,0,,,,,
2466,novita-meta-llama-llama-4-maverick-17b-128e-instruct-fp8,novita-meta-llama-llama-4-maverick-17b-128e-instruct-fp8,,0,,,,,
2467,novita-meta-llama-llama-4-scout-17b-16e-instruct,novita-meta-llama-llama-4-scout-17b-16e-instruct,,0,,,,,
2468,novita-microsoft-wizardlm-2-8x22b,novita-microsoft-wizardlm-2-8x22b,,0,,,,,
2469,novita-minimax-m2-1,minimax-m2.1,,0,,,,,
2470,novita-minimax-minimax-m2,novita-minimax-minimax-m2,,0,,,,,
2471,novita-minimax-minimax-m2-1,novita-minimax-minimax-m2-1,,0,,,,,
2472,novita-minimaxai-minimax-m1-80k,novita-minimaxai-minimax-m1-80k,,0,,,,,
2473,novita-mistralai-mistral-nemo,novita-mistralai-mistral-nemo,,0,,,,,
2474,novita-moonshotai-kimi-k2-0905,novita-moonshotai-kimi-k2-0905,,0,,,,,
2475,novita-moonshotai-kimi-k2-instruct,novita-moonshotai-kimi-k2-instruct,,0,,,,,
2476,novita-moonshotai-kimi-k2-thinking,novita-moonshotai-kimi-k2-thinking,,0,,,,,
2477,novita-nousresearch-hermes-2-pro-llama-3-8b,novita-nousresearch-hermes-2-pro-llama-3-8b,,0,,,,,
2478,novita-openai-gpt-oss-120b,novita-openai-gpt-oss-120b,,0,,,,,
2479,novita-openai-gpt-oss-20b,novita-openai-gpt-oss-20b,,0,,,,,
2480,novita-paddlepaddle-paddleocr-vl,novita-paddlepaddle-paddleocr-vl,,0,,,,,
2481,novita-qwen-qwen-2-5-72b-instruct,novita-qwen-qwen-2-5-72b-instruct,,0,,,,,
2482,novita-qwen-qwen-mt-plus,novita-qwen-qwen-mt-plus,,0,,,,,
2483,novita-qwen-qwen2-5-7b-instruct,novita-qwen-qwen2-5-7b-instruct,,0,,,,,
2484,novita-qwen-qwen2-5-vl-72b-instruct,novita-qwen-qwen2-5-vl-72b-instruct,,0,,,,,
2485,novita-qwen-qwen3-235b-a22b-fp8,novita-qwen-qwen3-235b-a22b-fp8,,0,,,,,
2486,novita-qwen-qwen3-235b-a22b-instruct-2507,novita-qwen-qwen3-235b-a22b-instruct-2507,,0,,,,,
2487,novita-qwen-qwen3-235b-a22b-thinking-2507,novita-qwen-qwen3-235b-a22b-thinking-2507,,0,,,,,
2488,novita-qwen-qwen3-30b-a3b-fp8,novita-qwen-qwen3-30b-a3b-fp8,,0,,,,,
2489,novita-qwen-qwen3-32b-fp8,novita-qwen-qwen3-32b-fp8,,0,,,,,
2490,novita-qwen-qwen3-4b-fp8,novita-qwen-qwen3-4b-fp8,,0,,,,,
2491,novita-qwen-qwen3-8b-fp8,novita-qwen-qwen3-8b-fp8,,0,,,,,
2492,novita-qwen-qwen3-coder-30b-a3b-instruct,novita-qwen-qwen3-coder-30b-a3b-instruct,,0,,,,,
2493,novita-qwen-qwen3-coder-480b-a35b-instruct,novita-qwen-qwen3-coder-480b-a35b-instruct,,0,,,,,
2494,novita-qwen-qwen3-embedding-0-6b,novita-qwen-qwen3-embedding-0-6b,,0,,,,,
2495,novita-qwen-qwen3-embedding-8b,novita-qwen-qwen3-embedding-8b,,0,,,,,
2496,novita-qwen-qwen3-max,novita-qwen-qwen3-max,,0,,,,,
2497,novita-qwen-qwen3-next-80b-a3b-instruct,novita-qwen-qwen3-next-80b-a3b-instruct,,0,,,,,
2498,novita-qwen-qwen3-next-80b-a3b-thinking,novita-qwen-qwen3-next-80b-a3b-thinking,,0,,,,,
2499,novita-qwen-qwen3-omni-30b-a3b-instruct,novita-qwen-qwen3-omni-30b-a3b-instruct,,0,,,,,
2500,novita-qwen-qwen3-omni-30b-a3b-thinking,novita-qwen-qwen3-omni-30b-a3b-thinking,,0,,,,,
2501,novita-qwen-qwen3-reranker-8b,novita-qwen-qwen3-reranker-8b,,0,,,,,
2502,novita-qwen-qwen3-vl-235b-a22b-instruct,novita-qwen-qwen3-vl-235b-a22b-instruct,,0,,,,,
2503,novita-qwen-qwen3-vl-235b-a22b-thinking,novita-qwen-qwen3-vl-235b-a22b-thinking,,0,,,,,
2504,novita-qwen-qwen3-vl-30b-a3b-instruct,novita-qwen-qwen3-vl-30b-a3b-instruct,,0,,,,,
2505,novita-qwen-qwen3-vl-30b-a3b-thinking,novita-qwen-qwen3-vl-30b-a3b-thinking,,0,,,,,
2506,novita-qwen-qwen3-vl-8b-instruct,novita-qwen-qwen3-vl-8b-instruct,,0,,,,,
2507,novita-sao10k-l3-70b-euryale-v2-1,novita-sao10k-l3-70b-euryale-v2-1,,0,,,,,
2508,novita-sao10k-l3-8b-lunaris,novita-sao10k-l3-8b-lunaris,,0,,,,,
2509,novita-sao10k-l3-8b-stheno-v3-2,novita-sao10k-l3-8b-stheno-v3-2,,0,,,,,
2510,novita-sao10k-l31-70b-euryale-v2-2,novita-sao10k-l31-70b-euryale-v2-2,,0,,,,,
2511,novita-skywork-r1v4-lite,novita-skywork-r1v4-lite,,0,,,,,
2512,novita-xiaomimimo-mimo-v2-flash,novita-xiaomimimo-mimo-v2-flash,,0,,,,,
2513,novita-zai-org-autoglm-phone-9b-multilingual,novita-zai-org-autoglm-phone-9b-multilingual,,0,,,,,
2514,novita-zai-org-glm-4-5,novita-zai-org-glm-4-5,,0,,,,,
2515,novita-zai-org-glm-4-5-air,novita-zai-org-glm-4-5-air,,0,,,,,
2516,novita-zai-org-glm-4-5v,novita-zai-org-glm-4-5v,,0,,,,,
2517,novita-zai-org-glm-4-6,novita-zai-org-glm-4-6,,0,,,,,
2518,novita-zai-org-glm-4-6v,novita-zai-org-glm-4-6v,,0,,,,,
2519,novita-zai-org-glm-4-7,novita-zai-org-glm-4-7,,0,,,,,
2520,nscale-black-forest-labs-flux-1-schnell,nscale-black-forest-labs-flux-1-schnell,,0,,,,,
2521,nscale-deepseek-ai-deepseek-r1-distill-llama-70b,nscale-deepseek-ai-deepseek-r1-distill-llama-70b,,0,,,,,
2522,nscale-deepseek-ai-deepseek-r1-distill-llama-8b,nscale-deepseek-ai-deepseek-r1-distill-llama-8b,,0,,,,,
2523,nscale-deepseek-ai-deepseek-r1-distill-qwen-1-5b,nscale-deepseek-ai-deepseek-r1-distill-qwen-1-5b,,0,,,,,
2524,nscale-deepseek-ai-deepseek-r1-distill-qwen-14b,nscale-deepseek-ai-deepseek-r1-distill-qwen-14b,,0,,,,,
2525,nscale-deepseek-ai-deepseek-r1-distill-qwen-32b,nscale-deepseek-ai-deepseek-r1-distill-qwen-32b,,0,,,,,
2526,nscale-deepseek-ai-deepseek-r1-distill-qwen-7b,nscale-deepseek-ai-deepseek-r1-distill-qwen-7b,,0,,,,,
2527,nscale-meta-llama-llama-3-1-8b-instruct,nscale-meta-llama-llama-3-1-8b-instruct,,0,,,,,
2528,nscale-meta-llama-llama-3-3-70b-instruct,nscale-meta-llama-llama-3-3-70b-instruct,,0,,,,,
2529,nscale-meta-llama-llama-4-scout-17b-16e-instruct,nscale-meta-llama-llama-4-scout-17b-16e-instruct,,0,,,,,
2530,nscale-mistralai-mixtral-8x22b-instruct-v0-1,nscale-mistralai-mixtral-8x22b-instruct-v0-1,,0,,,,,
2531,nscale-qwen-qwen2-5-coder-32b-instruct,nscale-qwen-qwen2-5-coder-32b-instruct,,0,,,,,
2532,nscale-qwen-qwen2-5-coder-3b-instruct,nscale-qwen-qwen2-5-coder-3b-instruct,,0,,,,,
2533,nscale-qwen-qwen2-5-coder-7b-instruct,nscale-qwen-qwen2-5-coder-7b-instruct,,0,,,,,
2534,nscale-qwen-qwq-32b,nscale-qwen-qwq-32b,,0,,,,,
2535,nscale-stabilityai-stable-diffusion-xl-base-1-0,nscale-stabilityai-stable-diffusion-xl-base-1-0,,0,,,,,
2536,nvidia-cosmos-nemotron-34b,Cosmos Nemotron 34B,,0,,,,,
2537,nvidia-llama-3-1-nemotron-70b-instruct,NVIDIA: Llama 3.1 Nemotron 70B Instruct,,0,,,,,
2538,nvidia-llama-3-1-nemotron-70b-instruct-hf,Nvidia Nemotron 70b,,1,,,,,
2539,nvidia-llama-3-1-nemotron-ultra-253b-v1,Llama-3.1-Nemotron-Ultra-253B-v1,,1,,,,1345.0,1321.0
2540,nvidia-llama-3-3-70b-instruct-fp8,Llama 3.3 70B,,0,,,,,
2541,nvidia-llama-3-3-nemotron-super-49b-v1-5,NVIDIA: Llama 3.3 Nemotron Super 49B V1.5,,0,,,,,
2542,nvidia-llama-embed-nemotron-8b,Llama Embed Nemotron 8B,,0,,,,,
2543,nvidia-llama3-chatqa-1-5-70b,Llama3 Chatqa 1.5 70b,,0,,,,,
2544,nvidia-nemoretriever-ocr-v1,NeMo Retriever OCR v1,,0,,,,,
2545,nvidia-nemotron-3-nano-30b-a3b,NVIDIA: Nemotron 3 Nano 30B A3B (free),,0,,,,,
2546,nvidia-nemotron-3-super-120b-a12b,NVIDIA: Nemotron 3 Super (free),,1,,,,1401.0,1357.0
2547,nvidia-nemotron-4-340b-instruct,Nemotron 4 340b Instruct,,1,,,,1220.0,1229.0
2548,nvidia-nemotron-nano-12b-v2,NVIDIA Nemotron Nano 12B v2 VL BF16,,0,,,,,
2549,nvidia-nemotron-nano-3-30b,nvidia-nemotron-nano-3-30b,,0,,,,,
2550,nvidia-nemotron-nano-v2-12b,Nemotron-Nano-V2-12b,,0,,,,,
2551,nvidia-nim-nvidia-llama-3-2-nv-rerankqa-1b-v2,nvidia-nim-nvidia-llama-3-2-nv-rerankqa-1b-v2,,0,,,,,
2552,nvidia-nim-nvidia-nv-rerankqa-mistral-4b-v3,nvidia-nim-nvidia-nv-rerankqa-mistral-4b-v3,,0,,,,,
2553,nvidia-nim-ranking-nvidia-llama-3-2-nv-rerankqa-1b-v2,nvidia-nim-ranking-nvidia-llama-3-2-nv-rerankqa-1b-v2,,0,,,,,
2554,nvidia-nvidia-nemotron-3-nano-30b-a3b-bf16,NVIDIA Nemotron 3 Nano 30B A3B BF16,,0,,,,,
2555,nvidia-nvidia-nemotron-nano-9b-v2,nvidia-nemotron-nano-9b-v2,,0,,,,,
2556,nvidia-parakeet-tdt-0-6b-v2,Parakeet TDT 0.6B v2,,0,,,,,
2557,o1-2024-12-17,o1-2024-12-17,,2,,,,1378.0,1366.0
2558,o1-mini,o1-mini,,1,,,,1366.0,1318.0
2559,o1-mini-2024-09-12,o1-mini-2024-09-12,,1,,,,,
2560,o1-preview,o1-preview,,1,,,,1406.0,1398.0
2561,o1-preview-2024-09-12,o1-preview-2024-09-12,,1,,,,,
2562,o1-pro,OpenAI: o1-pro,,0,,,,,
2563,o1-pro-2025-03-19,o1-pro-2025-03-19,,0,,,,,
2564,o3-2025-04-16,o3-2025-04-16,,1,,,,1441.0,1424.0
2565,o3-deep-research,OpenAI: o3 Deep Research,,0,,,,,
2566,o3-deep-research-2025-06-26,o3-deep-research-2025-06-26,,0,,,,,
2567,o3-mini-2025-01-31,o3-mini-2025-01-31,,1,,,,,
2568,o3-mini-low,OpenAI o3-mini (Low),,0,,,,,
2569,o3-pro,OpenAI: o3 Pro,,0,,,,,
2570,o3-pro-2025-06-10,OpenAI o3-pro (2025-06-10),,0,,,,,
2571,o4-mini-2025-04-16,o4-mini-2025-04-16,,1,,,,1385.0,1362.0
2572,o4-mini-deep-research,OpenAI: o4 Mini Deep Research,,0,,,,,
2573,o4-mini-deep-research-2025-06-26,o4-mini-deep-research-2025-06-26,,0,,,,,
2574,o4-mini-high,OpenAI: o4 Mini High,,0,,,,,
2575,oci-cohere-command-a-03-2025,oci-cohere-command-a-03-2025,,0,,,,,
2576,oci-cohere-command-latest,oci-cohere-command-latest,,0,,,,,
2577,oci-cohere-command-plus-latest,oci-cohere-command-plus-latest,,0,,,,,
2578,oci-meta-llama-3-1-405b-instruct,oci-meta-llama-3-1-405b-instruct,,0,,,,,
2579,oci-meta-llama-3-2-90b-vision-instruct,oci-meta-llama-3-2-90b-vision-instruct,,0,,,,,
2580,oci-meta-llama-3-3-70b-instruct,oci-meta-llama-3-3-70b-instruct,,1,,,,,
2581,oci-meta-llama-4-maverick-17b-128e-instruct-fp8,oci-meta-llama-4-maverick-17b-128e-instruct-fp8,,0,,,,,
2582,oci-meta-llama-4-scout-17b-16e-instruct,oci-meta-llama-4-scout-17b-16e-instruct,,0,,,,,
2583,oci-xai-grok-3,oci-xai-grok-3,,0,,,,,
2584,oci-xai-grok-3-fast,oci-xai-grok-3-fast,,0,,,,,
2585,oci-xai-grok-3-mini,oci-xai-grok-3-mini,,0,,,,,
2586,oci-xai-grok-3-mini-fast,oci-xai-grok-3-mini-fast,,0,,,,,
2587,oci-xai-grok-4,oci-xai-grok-4,,0,,,,,
2588,olafangensan-glm-4-7-flash-heretic,GLM 4.7 Flash Heretic,,0,,,,,
2589,ollama-codegeex4,ollama-codegeex4,,0,,,,,
2590,ollama-codegemma,ollama-codegemma,,0,,,,,
2591,ollama-codellama,ollama-codellama,,0,,,,,
2592,ollama-deepseek-coder-v2-base,ollama-deepseek-coder-v2-base,,0,,,,,
2593,ollama-deepseek-coder-v2-instruct,ollama-deepseek-coder-v2-instruct,,0,,,,,
2594,ollama-deepseek-coder-v2-lite-base,ollama-deepseek-coder-v2-lite-base,,0,,,,,
2595,ollama-deepseek-coder-v2-lite-instruct,ollama-deepseek-coder-v2-lite-instruct,,1,,,,,
2596,ollama-deepseek-v3-1,ollama-deepseek-v3-1,,0,,,,,
2597,ollama-gpt-oss,ollama-gpt-oss,,0,,,,,
2598,ollama-internlm2-5-20b-chat,ollama-internlm2-5-20b-chat,,1,,,,1179.0,1168.0
2599,ollama-llama2,ollama-llama2,,0,,,,,
2600,ollama-llama2-uncensored,ollama-llama2-uncensored,,0,,,,,
2601,ollama-llama3,ollama-llama3,,0,,,,,
2602,ollama-llama3-1,ollama-llama3-1,,0,,,,,
2603,ollama-mistral,ollama-mistral,,0,,,,,
2604,ollama-mistral-7b-instruct-v0-1,ollama-mistral-7b-instruct-v0-1,,0,,,,,
2605,ollama-mistral-7b-instruct-v0-2,ollama-mistral-7b-instruct-v0-2,,0,,,,,
2606,ollama-mistral-large-instruct-2407,ollama-mistral-large-instruct-2407,,0,,,,,
2607,ollama-mixtral-8x22b-instruct-v0-1,ollama-mixtral-8x22b-instruct-v0-1,,0,,,,,
